--------------Score-------------
0		6660.0	\\
1		3820.0	\\
2		2440.0	\\
3		2510.0	\\
4		3820.0	\\
5		1690.0	\\
6		1260.0	\\
7		2280.0	\\
8		2440.0	\\
9		1260.0	\\
10		1030.0	\\
11		3010.0	\\
12		2510.0	\\
13		2280.0	\\
14		3010.0	\\
15		4680.0	\\
16		3820.0	\\
17		1690.0	\\
18		1260.0	\\
19		2280.0	\\
20		1690.0	\\
21		260.0	\\
22		280.0	\\
23		1760.0	\\
24		1260.0	\\
25		280.0	\\
26		1010.0	\\
27		3430.0	\\
28		2280.0	\\
29		1760.0	\\
30		3430.0	\\
31		6060.0	\\
32		2440.0	\\
33		1260.0	\\
34		1030.0	\\
35		3010.0	\\
36		1260.0	\\
37		280.0	\\
38		1010.0	\\
39		3430.0	\\
40		1030.0	\\
41		1010.0	\\
42		2430.0	\\
43		5310.0	\\
44		3010.0	\\
45		3430.0	\\
46		5310.0	\\
47		8890.0	\\
48		2510.0	\\
49		2280.0	\\
50		3010.0	\\
51		4680.0	\\
52		2280.0	\\
53		1760.0	\\
54		3430.0	\\
55		6060.0	\\
56		3010.0	\\
57		3430.0	\\
58		5310.0	\\
59		8890.0	\\
60		4680.0	\\
61		6060.0	\\
62		8890.0	\\
63		13180.0	\\
--------------Leistung-------------
0		12.42	\\
1		13.11	\\
2		13.8	\\
3		14.49	\\
4		13.11	\\
5		13.8	\\
6		14.49	\\
7		15.18	\\
8		13.8	\\
9		14.49	\\
10		15.18	\\
11		15.87	\\
12		14.49	\\
13		15.18	\\
14		15.87	\\
15		16.56	\\
16		13.11	\\
17		13.8	\\
18		14.49	\\
19		15.18	\\
20		13.8	\\
21		14.49	\\
22		15.18	\\
23		15.87	\\
24		14.49	\\
25		15.18	\\
26		15.87	\\
27		16.56	\\
28		15.18	\\
29		15.87	\\
30		16.56	\\
31		17.25	\\
32		13.8	\\
33		14.49	\\
34		15.18	\\
35		15.87	\\
36		14.49	\\
37		15.18	\\
38		15.87	\\
39		16.56	\\
40		15.18	\\
41		15.87	\\
42		16.56	\\
43		17.25	\\
44		15.87	\\
45		16.56	\\
46		17.25	\\
47		17.94	\\
48		14.49	\\
49		15.18	\\
50		15.87	\\
51		16.56	\\
52		15.18	\\
53		15.87	\\
54		16.56	\\
55		17.25	\\
56		15.87	\\
57		16.56	\\
58		17.25	\\
59		17.94	\\
60		16.56	\\
61		17.25	\\
62		17.94	\\
63		18.63	\\
--------------Score-------------
0		225000.0	\\
1		118190.0	\\
2		104430.0	\\
3		92120.0	\\
4		81260.0	\\
5		71860.0	\\
6		63910.0	\\
7		57410.0	\\
8		52360.0	\\
9		48770.0	\\
10		46620.0	\\
11		45930.0	\\
12		118190.0	\\
13		45410.0	\\
14		37360.0	\\
15		30770.0	\\
16		25620.0	\\
17		21930.0	\\
18		19690.0	\\
19		18910.0	\\
20		19570.0	\\
21		21690.0	\\
22		25260.0	\\
23		30280.0	\\
24		104430.0	\\
25		37360.0	\\
26		29520.0	\\
27		23870.0	\\
28		19680.0	\\
29		16940.0	\\
30		15660.0	\\
31		15820.0	\\
32		17440.0	\\
33		20510.0	\\
34		25030.0	\\
35		31010.0	\\
36		92120.0	\\
37		30770.0	\\
38		23870.0	\\
39		17930.0	\\
40		14690.0	\\
41		12910.0	\\
42		12570.0	\\
43		13690.0	\\
44		16260.000000000002	\\
45		20280.0	\\
46		25760.0	\\
47		32680.0	\\
48		81260.0	\\
49		25620.0	\\
50		19680.0	\\
51		14690.0	\\
52		10660.0	\\
53		9820.0	\\
54		10440.0	\\
55		12510.0	\\
56		16030.000000000002	\\
57		21010.0	\\
58		27430.0	\\
59		35310.0	\\
60		71860.0	\\
61		21930.0	\\
62		16940.0	\\
63		12910.0	\\
64		9820.0	\\
65		7690.0	\\
66		9260.0	\\
67		12280.0	\\
68		16760.0	\\
69		22680.0	\\
70		30060.0	\\
71		38890.0	\\
72		63910.0	\\
73		19690.0	\\
74		15660.0	\\
75		12570.0	\\
76		10440.0	\\
77		9260.0	\\
78		9030.0	\\
79		13010.0	\\
80		18430.0	\\
81		25310.0	\\
82		33640.0	\\
83		43430.0	\\
84		57410.0	\\
85		18910.0	\\
86		15820.0	\\
87		13690.0	\\
88		12510.0	\\
89		12280.0	\\
90		13010.0	\\
91		14680.0	\\
92		21060.0	\\
93		28890.0	\\
94		38180.0	\\
95		48910.0	\\
96		52360.0	\\
97		19570.0	\\
98		17440.0	\\
99		16260.000000000002	\\
100		16030.000000000002	\\
101		16760.0	\\
102		18430.0	\\
103		21060.0	\\
104		24640.0	\\
105		33430.0	\\
106		43660.0	\\
107		55350.0	\\
108		48770.0	\\
109		21690.0	\\
110		20510.0	\\
111		20280.0	\\
112		21010.0	\\
113		22680.0	\\
114		25310.0	\\
115		28890.0	\\
116		33430.0	\\
117		38910.0	\\
118		50100.0	\\
119		62740.0	\\
120		46620.0	\\
121		25260.0	\\
122		25030.0	\\
123		25760.0	\\
124		27430.0	\\
125		30060.0	\\
126		33640.0	\\
127		38180.0	\\
128		43660.0	\\
129		50100.0	\\
130		57490.0	\\
131		71080.0	\\
132		45930.0	\\
133		30280.0	\\
134		31010.0	\\
135		32680.0	\\
136		35310.0	\\
137		38890.0	\\
138		43430.0	\\
139		48910.0	\\
140		55350.0	\\
141		62740.0	\\
142		71080.0	\\
143		80380.0	\\
144		118190.0	\\
145		45410.0	\\
146		37360.0	\\
147		30770.0	\\
148		25620.0	\\
149		21930.0	\\
150		19690.0	\\
151		18910.0	\\
152		19570.0	\\
153		21690.0	\\
154		25260.0	\\
155		30280.0	\\
156		45410.0	\\
157		6660.0	\\
158		3820.0	\\
159		2440.0	\\
160		2510.0	\\
161		4030.0000000000005	\\
162		7010.0	\\
163		11430.0	\\
164		17310.0	\\
165		24640.0	\\
166		33430.0	\\
167		43660.0	\\
168		37360.0	\\
169		3820.0	\\
170		1690.0	\\
171		1260.0	\\
172		2280.0	\\
173		4760.0	\\
174		8680.0	\\
175		14060.0	\\
176		20890.0	\\
177		29180.0	\\
178		38910.0	\\
179		50100.0	\\
180		30770.0	\\
181		2440.0	\\
182		1260.0	\\
183		1030.0	\\
184		3010.0	\\
185		6430.0	\\
186		11310.0	\\
187		17640.0	\\
188		25430.0	\\
189		34660.0	\\
190		45350.0	\\
191		57490.0	\\
192		25620.0	\\
193		2510.0	\\
194		2280.0	\\
195		3010.0	\\
196		4680.0	\\
197		9060.0	\\
198		14890.0	\\
199		22180.0	\\
200		30910.0	\\
201		41100.0	\\
202		52740.0	\\
203		65830.0	\\
204		21930.0	\\
205		4030.0000000000005	\\
206		4760.0	\\
207		6430.0	\\
208		9060.0	\\
209		12640.0	\\
210		19430.0	\\
211		27660.0	\\
212		37350.0	\\
213		48490.0	\\
214		61080.0	\\
215		75130.0	\\
216		19690.0	\\
217		7010.0	\\
218		8680.0	\\
219		11310.0	\\
220		14890.0	\\
221		19430.0	\\
222		24910.0	\\
223		34100.0	\\
224		44740.0	\\
225		56830.0	\\
226		70380.0	\\
227		85370.0	\\
228		18910.0	\\
229		11430.0	\\
230		14060.0	\\
231		17640.0	\\
232		22180.0	\\
233		27660.0	\\
234		34100.0	\\
235		41490.0	\\
236		53080.0	\\
237		66130.0	\\
238		80620.0	\\
239		96570.0	\\
240		19570.0	\\
241		17310.0	\\
242		20890.0	\\
243		25430.0	\\
244		30910.0	\\
245		37350.0	\\
246		44740.0	\\
247		53080.0	\\
248		62380.0	\\
249		76370.0	\\
250		91820.0	\\
251		108720.0	\\
252		21690.0	\\
253		24640.0	\\
